temperature,relative_humidity,wind_speed,apparent_temperature,activity_level,exposure_duration,cooling_access,age_group,risk_score,risk_class
23.5,20.5,18.7,21.5,2,2,1,2,25.8,0
28.8,32.5,26.8,26.8,2,3,3,3,62.0,2
18.3,68.5,16.7,16.3,3,2,2,3,35.0,0
45.5,90.6,14.7,57.5,2,1,3,3,100.0,3
29.2,79.2,16.7,32.5,1,3,1,2,44.5,1
46.7,58.0,2.2,58.7,1,2,2,3,95.8,3
30.7,23.3,19.7,28.7,2,3,2,2,55.1,1
22.6,51.7,12.9,20.8,1,1,2,2,15.5,0
35.2,33.2,10.5,35.4,1,2,2,1,42.9,1
37.2,64.5,26.9,41.4,2,2,1,3,63.4,2
21.2,78.0,11.9,21.3,1,2,2,2,22.4,0
34.0,25.9,14.9,32.0,2,2,3,1,50.8,1
38.3,88.1,28.2,48.3,2,1,3,2,80.3,2
18.2,62.7,19.7,16.2,3,1,2,3,29.3,0
28.3,48.0,23.3,26.3,2,1,1,3,33.5,0
42.0,83.2,30.1,54.0,3,3,2,2,100.0,3
26.7,20.4,5.2,24.7,2,1,1,1,19.4,0
36.6,87.0,12.5,47.7,2,2,1,2,71.5,2
35.0,44.2,12.4,36.8,2,1,1,2,46.7,1
43.2,25.7,26.2,41.5,3,1,1,2,60.6,1
34.6,29.1,22.0,32.6,3,3,1,2,58.8,1
20.3,21.0,2.6,18.3,2,1,2,2,25.7,0
35.7,87.5,20.2,44.6,2,3,2,2,78.7,2
41.2,73.7,11.6,53.2,2,2,1,2,83.7,3
37.9,82.8,28.6,46.3,2,1,2,2,73.6,2
37.8,92.4,26.3,48.6,2,1,1,2,73.6,2
19.9,44.6,3.4,18.7,1,3,1,2,17.5,0
47.4,40.9,25.2,53.1,2,3,3,2,100.0,3
34.3,28.9,23.6,32.3,1,2,3,2,46.9,1
33.5,43.2,30.6,31.5,2,1,2,2,48.1,1
22.2,28.2,4.5,20.2,2,1,1,2,16.7,0
24.9,79.9,25.8,24.2,2,1,1,1,17.9,0
43.0,16.8,3.4,43.1,2,1,2,1,59.4,1
25.7,29.4,33.6,23.7,2,2,1,2,28.9,0
37.9,37.7,4.8,41.1,2,3,3,1,77.2,2
41.8,80.6,8.0,53.8,2,1,2,2,81.5,3
31.6,62.2,9.6,35.2,1,1,1,3,38.4,1
22.5,22.7,17.7,20.5,2,1,2,2,24.4,0
21.5,53.6,6.3,20.8,2,3,3,2,42.2,1
29.1,18.5,19.5,27.1,1,3,2,2,37.9,1
35.7,74.3,27.1,40.7,2,1,1,2,54.4,1
26.5,85.1,15.5,29.2,1,2,2,2,43.1,1
21.5,15.6,23.6,19.5,2,1,1,1,9.6,0
43.6,48.9,14.1,51.2,1,2,2,2,76.2,2
41.5,53.6,14.2,48.8,2,1,1,2,67.3,2
43.6,67.7,26.7,54.2,2,2,1,2,80.2,2
30.0,42.1,20.2,28.0,2,2,1,3,43.1,1
22.4,89.1,16.4,23.2,1,1,1,1,9.4,0
29.5,93.8,22.3,33.9,2,2,2,3,61.1,2
31.2,31.1,23.7,29.2,3,1,1,2,37.9,1
33.5,33.5,7.6,33.7,1,1,1,1,32.6,0
28.6,46.6,21.3,26.6,2,2,1,1,29.4,0
26.5,81.4,32.2,25.5,1,3,1,2,32.5,0
35.2,35.9,15.4,34.9,1,1,1,3,45.8,1
42.1,91.5,30.9,54.1,3,2,2,3,100.0,3
40.7,91.9,17.1,52.7,2,2,1,1,74.8,2
20.0,65.7,34.8,18.0,2,1,1,3,17.7,0
43.0,34.9,5.1,47.9,2,3,1,3,83.8,3
32.3,43.3,31.5,30.299999999999997,1,3,2,3,49.5,1
40.1,84.8,8.8,52.1,1,1,2,1,68.4,2
21.2,88.6,24.3,19.8,2,2,2,2,32.0,0
36.6,54.4,34.5,36.9,3,3,2,3,79.8,2
45.5,37.4,9.3,51.8,2,1,2,2,78.0,2
29.8,69.9,7.8,33.9,3,2,2,2,61.9,2
18.4,31.9,21.2,16.4,1,2,1,2,8.3,0
36.4,44.3,18.5,37.6,1,2,1,3,54.1,1
26.4,29.4,6.3,24.5,2,1,1,2,24.9,0
29.4,26.7,33.7,27.4,1,3,1,2,36.6,1
47.9,83.0,19.1,59.9,2,2,1,2,92.1,3
38.7,19.8,28.9,36.7,2,2,2,2,58.6,1
28.8,59.8,32.8,26.8,1,1,1,3,27.5,0
35.3,66.9,7.8,42.4,2,1,2,2,63.5,2
40.1,86.2,14.6,52.1,1,2,1,1,68.2,2
36.9,60.7,30.0,39.5,1,1,1,2,41.6,1
26.7,36.4,23.3,24.7,1,1,3,2,25.5,0
30.4,29.7,2.8,30.1,2,2,3,2,51.4,1
20.4,28.4,5.4,18.4,1,3,2,1,16.3,0
20.5,36.0,7.1,18.5,2,3,1,2,28.5,0
26.5,65.1,6.3,28.7,3,1,2,3,51.0,1
47.2,58.2,11.0,59.2,2,3,2,1,100.0,3
35.9,65.5,23.0,40.2,2,2,2,2,64.2,2
42.1,50.3,14.1,49.0,1,1,1,3,68.4,2
43.4,42.5,17.5,48.3,1,3,3,2,88.2,3
26.8,33.5,2.2,26.3,1,1,2,2,27.1,0
22.9,74.0,14.9,22.8,1,1,2,2,21.1,0
42.2,69.8,11.4,54.2,2,3,2,3,96.7,3
23.5,38.2,23.0,21.5,2,1,2,1,22.1,0
34.0,29.9,5.4,34.2,1,2,2,2,47.3,1
22.5,54.5,13.3,20.8,1,2,3,2,30.6,0
43.3,91.1,3.8,55.3,2,1,2,1,80.0,2
43.2,80.4,29.3,55.2,1,2,1,2,74.1,2
19.0,51.9,27.4,17.0,2,3,2,2,31.6,0
27.4,40.8,22.8,25.4,1,3,2,2,36.2,1
44.6,84.1,9.2,56.6,1,2,1,1,74.2,2
26.3,24.6,28.0,24.3,1,1,2,2,21.4,0
20.7,27.6,5.0,18.7,2,3,3,2,38.9,1
19.8,66.6,25.1,17.8,2,1,1,3,18.6,0
42.2,50.1,8.4,50.2,2,1,1,3,71.9,2
32.6,50.0,11.7,34.4,2,1,1,2,42.3,1
42.9,88.2,20.3,54.9,1,1,1,2,69.4,2
29.0,15.1,23.1,27.0,1,1,1,3,26.5,0
39.6,67.7,19.8,47.8,1,2,2,2,69.8,2
36.4,40.8,23.1,36.1,1,2,1,3,52.1,1
24.1,53.8,5.3,24.4,2,3,2,2,47.2,1
39.0,35.5,14.1,40.4,2,1,3,2,62.1,2
20.4,79.1,4.0,21.9,2,3,2,2,39.3,1
39.3,80.9,10.8,51.3,1,1,1,3,71.0,2
39.8,57.5,8.3,48.0,2,1,2,1,68.7,2
40.5,48.2,5.5,47.4,2,1,2,2,74.0,2
23.4,47.1,13.1,21.4,1,3,2,2,29.1,0
27.5,94.3,12.7,32.4,1,2,2,2,41.4,1
24.4,76.3,32.6,22.4,1,3,2,2,29.9,0
39.8,93.6,21.7,51.8,2,3,1,2,86.7,3
18.7,80.8,24.8,16.7,1,2,2,3,25.5,0
22.6,18.0,13.7,20.6,1,1,2,2,17.1,0
30.0,88.4,26.2,33.2,2,2,1,3,50.3,1
38.7,61.1,32.0,42.3,2,1,2,2,64.5,2
41.1,42.8,29.0,42.5,2,3,3,2,83.5,3
37.6,63.2,2.4,46.6,2,1,1,1,58.1,1
33.1,32.7,3.7,33.8,2,1,2,2,48.1,1
33.1,32.8,11.6,32.3,1,1,1,2,33.1,0
20.6,55.1,27.5,18.6,1,1,2,2,13.8,0
37.6,30.7,22.3,35.8,2,1,1,2,42.5,1
20.7,68.7,16.0,19.1,1,1,2,1,14.1,0
27.1,94.0,22.3,29.9,3,1,1,1,38.1,1
29.2,75.6,30.1,29.4,1,1,3,3,43.0,1
44.1,80.6,2.5,56.1,2,1,2,1,84.4,3
24.1,56.9,10.5,23.7,2,2,1,2,32.3,0
18.6,61.6,23.9,16.6,1,1,1,2,5.0,0
37.6,15.7,14.8,35.6,1,3,2,3,60.1,1
18.6,84.4,23.4,16.6,1,1,3,1,9.5,0
33.9,29.9,18.5,31.9,2,3,1,2,54.6,1
33.9,41.7,15.0,34.2,1,1,1,2,34.8,0
33.0,80.0,22.7,37.8,3,3,3,1,84.5,3
34.6,37.4,7.0,36.0,3,2,1,2,62.7,2
36.8,33.2,9.9,37.6,1,3,3,2,65.4,2
34.3,31.5,6.6,34.6,2,3,3,2,68.0,2
22.1,94.7,34.2,20.1,1,3,3,2,31.9,0
34.7,90.9,5.9,46.1,1,3,2,2,76.5,2
30.3,50.4,32.8,28.3,3,3,1,2,49.8,1
21.2,29.8,27.2,19.2,2,1,2,2,22.6,0
28.8,70.1,17.7,30.5,2,2,2,2,52.3,1
43.6,54.3,6.5,54.2,1,1,2,1,71.8,2
40.3,94.1,27.0,52.3,1,3,3,3,100.0,3
32.7,41.0,17.1,32.0,1,1,1,2,28.6,0
36.3,74.4,21.6,42.9,2,3,2,2,78.3,2
31.5,81.2,3.4,39.2,3,2,1,2,62.3,2
36.9,18.9,11.6,34.9,1,1,3,2,48.4,1
30.7,64.1,3.8,35.3,2,1,3,2,57.9,1
41.4,90.0,25.0,53.4,1,1,2,1,69.5,2
35.7,72.0,8.7,43.8,2,1,2,3,72.6,2
21.7,24.1,16.8,19.7,1,2,1,2,10.2,0
33.3,91.0,14.5,41.8,1,2,3,2,67.1,2
44.1,29.3,25.5,43.9,2,1,2,2,65.4,2
36.8,24.4,6.3,36.6,1,2,1,2,46.4,1
18.2,85.6,9.8,18.2,2,1,2,1,12.9,0
36.0,34.6,20.1,34.8,2,2,3,1,60.4,1
19.1,83.3,24.0,17.1,3,1,3,1,31.3,0
30.5,29.3,24.2,28.5,2,2,2,2,46.1,1
35.4,89.5,5.1,47.3,1,1,1,1,55.2,1
30.8,59.0,11.7,33.1,1,2,1,2,34.4,0
36.4,23.7,26.1,34.4,2,3,2,2,60.9,1
46.0,93.9,11.5,58.0,2,1,2,3,96.2,3
34.9,56.6,22.9,36.9,2,1,2,2,55.1,1
47.4,15.1,2.8,48.2,2,1,3,2,83.9,3
28.0,59.8,23.0,27.0,1,1,1,2,21.2,0
27.2,55.5,12.7,27.3,1,2,1,2,27.3,0
23.3,41.4,13.2,21.3,2,3,2,2,37.5,1
32.4,65.2,31.4,32.7,2,1,2,2,46.2,1
27.0,73.0,12.4,29.2,2,1,2,2,35.4,0
44.6,43.3,34.0,47.3,1,1,3,2,73.5,2
29.7,62.6,30.5,28.4,2,2,1,1,30.0,0
30.4,54.8,9.8,32.3,2,3,1,2,54.1,1
41.3,88.1,16.6,53.3,1,1,2,1,73.4,2
45.7,73.6,19.3,57.7,2,1,3,3,100.0,3
22.0,73.0,17.2,21.0,2,2,1,3,28.0,0
38.6,62.5,4.9,47.7,2,1,2,2,72.2,2
27.4,86.4,12.6,31.3,1,1,1,2,32.0,0
21.5,26.9,11.0,19.5,1,2,2,2,19.4,0
22.2,71.3,11.3,22.3,1,1,2,2,21.5,0
31.3,25.4,17.5,29.3,2,1,1,2,34.8,0
35.8,81.9,25.1,42.7,2,1,3,2,74.5,2
38.1,57.7,34.1,40.1,2,1,1,3,60.2,1
31.7,69.8,25.4,33.5,2,1,1,3,44.5,1
36.5,88.0,14.9,47.3,2,2,2,3,83.1,3
32.3,43.1,17.2,31.8,1,2,2,1,38.0,1
21.1,80.4,28.3,19.1,1,2,2,2,17.9,0
36.6,58.8,34.1,37.8,1,1,3,2,56.1,1
41.5,49.8,28.0,45.1,2,1,2,1,66.7,2
32.6,62.4,17.3,35.3,2,3,1,3,59.8,1
20.1,23.7,28.9,18.1,2,1,2,2,24.1,0
44.6,87.3,23.0,56.6,1,1,1,2,77.0,2
29.7,61.2,8.5,32.4,2,1,2,3,48.9,1
31.0,93.6,13.4,38.2,1,1,3,2,61.0,2
21.8,38.5,14.2,19.8,2,1,2,3,25.1,0
44.0,33.8,25.2,45.2,1,1,1,2,57.8,1
34.4,68.0,17.7,39.1,1,1,3,3,66.9,2
38.1,25.7,4.4,38.9,1,2,2,2,62.7,2
47.7,21.8,23.2,47.1,2,1,2,2,71.0,2
33.3,59.2,16.9,36.0,1,1,2,2,45.1,1
43.4,33.9,18.6,45.6,2,2,1,3,70.1,2
21.4,53.5,24.8,19.4,1,2,3,3,30.9,0
41.4,52.2,4.6,50.1,3,1,2,2,86.8,3
37.0,78.8,12.3,46.9,1,1,2,2,63.8,2
33.4,52.5,26.2,33.2,2,3,2,2,64.9,2
40.5,73.2,20.6,50.7,1,1,1,1,60.1,1
47.7,79.7,22.6,59.7,1,1,2,3,91.8,3
26.4,83.6,2.5,31.4,1,1,2,1,32.4,0
31.4,79.6,10.6,37.4,2,1,2,3,59.3,1
22.4,89.7,7.1,25.0,2,3,2,2,45.5,1
31.2,66.0,9.0,35.3,2,1,2,2,52.3,1
30.0,39.1,26.6,28.0,2,2,1,2,38.0,1
32.2,26.6,30.7,30.200000000000003,1,3,2,2,49.6,1
19.2,88.4,23.0,17.2,3,1,3,3,37.7,1
28.0,36.4,5.2,27.5,2,1,2,2,36.8,1
23.8,42.0,24.8,21.8,1,2,2,3,26.5,0
18.4,22.8,5.4,16.4,2,1,1,1,6.2,0
46.2,67.5,29.6,58.2,3,2,2,1,100.0,3
43.7,25.4,23.7,42.6,3,2,3,3,89.6,3
32.0,89.9,23.1,37.6,3,1,2,3,66.5,2
41.1,40.9,7.3,46.2,1,2,1,2,67.6,2
25.9,50.2,18.2,23.9,3,2,1,2,39.9,1
22.3,76.5,9.2,23.3,2,3,2,1,39.5,1
25.5,50.7,31.6,23.5,1,2,3,2,36.3,1
26.0,71.0,31.9,24.0,2,2,3,2,39.4,1
41.4,77.8,19.8,53.4,1,3,3,2,96.6,3
35.0,89.8,13.8,44.9,2,1,2,3,76.0,2
46.8,21.4,17.2,46.8,2,2,1,1,67.5,2
29.5,30.3,25.0,27.5,3,2,1,1,36.4,1
22.2,30.4,25.8,20.2,2,1,1,2,13.9,0
27.2,57.7,29.5,25.2,2,3,1,1,33.1,0
21.5,79.6,24.0,19.6,2,2,3,1,30.2,0
35.4,89.0,3.2,47.4,1,2,2,3,79.6,2
21.9,28.8,3.6,19.9,1,2,2,1,17.5,0
35.7,80.4,5.5,46.1,2,2,1,3,70.5,2
47.5,69.3,12.7,59.5,3,2,1,3,100.0,3
41.8,76.1,21.6,53.8,1,1,1,2,68.4,2
31.2,89.1,3.3,39.9,1,3,2,2,60.4,1
18.5,54.0,2.2,17.9,1,1,2,3,12.9,0
41.2,70.4,8.8,53.2,2,2,2,3,96.6,3
36.3,18.0,7.9,34.3,2,3,2,2,61.2,2
25.1,24.4,19.5,23.1,1,1,2,2,21.4,0
24.6,76.6,23.8,23.8,1,1,2,2,25.2,0
23.3,68.6,3.4,25.1,2,1,2,2,32.2,0
42.2,75.7,3.4,54.2,2,3,1,2,88.9,3
44.9,72.7,21.6,56.9,1,1,2,2,82.1,3
41.4,41.1,5.2,47.1,2,3,1,2,74.6,2
44.7,26.6,32.6,42.7,2,1,1,2,58.0,1
37.0,93.0,8.7,49.0,1,2,1,1,63.5,2
23.1,42.5,31.3,21.1,2,2,2,2,29.4,0
23.1,92.6,30.2,21.8,1,3,2,3,31.8,0
26.4,73.4,26.3,25.6,1,1,2,3,28.1,0
35.8,26.9,20.9,33.8,1,3,1,2,45.5,1
33.9,53.3,28.3,33.7,3,1,1,2,48.6,1
18.4,73.5,33.3,16.4,1,1,2,1,5.0,0
39.1,83.6,26.7,49.2,1,1,2,3,73.4,2
30.2,78.2,14.2,34.5,2,2,3,1,59.5,1
19.0,49.1,10.9,17.0,3,2,2,2,30.8,0
20.4,85.5,26.3,18.4,1,3,2,3,31.5,0
36.6,44.2,7.8,40.0,2,1,2,2,61.1,2
47.4,34.1,5.7,54.4,2,3,2,3,100.0,3
24.8,43.2,10.8,23.1,2,1,1,2,26.2,0
32.6,57.1,6.0,36.7,2,2,2,2,56.4,1
46.4,79.7,33.0,58.4,1,3,2,1,88.6,3
44.9,38.1,33.6,46.3,1,1,2,2,65.1,2
36.8,38.5,34.0,34.8,2,1,1,2,41.1,1
37.3,38.3,4.1,40.5,3,1,3,2,73.6,2
37.4,41.1,21.6,37.9,2,3,2,2,69.0,2
22.0,78.1,7.7,23.3,1,1,3,2,30.8,0
31.7,28.3,32.5,29.7,2,1,3,3,53.7,1
38.8,68.3,7.1,48.9,1,1,1,1,55.5,1
34.9,17.8,12.5,32.9,1,1,2,1,35.4,0
27.0,88.6,15.4,30.4,2,1,2,2,46.4,1
47.3,41.5,25.3,53.1,2,1,3,3,95.3,3
35.2,26.8,20.7,33.2,3,1,2,2,56.5,1
34.5,39.6,15.3,34.6,3,1,1,1,45.1,1
37.2,61.7,9.3,44.3,3,1,1,2,64.8,2
20.6,55.9,8.4,19.4,1,2,3,3,33.8,0
28.8,26.8,30.2,26.8,1,1,1,2,25.9,0
20.6,73.2,16.7,19.2,3,3,1,3,39.4,1
47.1,48.9,31.6,54.1,1,2,1,2,71.0,2
47.6,20.3,33.7,45.6,2,1,2,3,75.5,2
30.4,59.5,25.4,30.0,2,1,1,2,33.9,0
42.8,81.8,12.0,54.8,2,1,1,1,74.0,2
25.9,91.5,29.5,26.2,2,2,3,2,44.0,1
25.3,24.5,11.1,23.3,3,1,2,2,37.7,1
35.0,84.5,22.7,42.2,2,2,1,2,58.3,1
22.9,19.7,12.5,20.9,3,1,1,2,24.0,0
30.6,88.0,13.7,36.6,1,2,3,2,58.6,1
20.8,75.2,19.9,19.0,3,3,2,2,40.2,1
38.6,70.1,5.2,49.4,2,3,1,2,79.5,2
28.2,87.9,5.4,34.2,1,1,1,3,41.2,1
36.4,81.5,19.3,44.9,2,2,2,1,68.5,2
42.6,88.9,17.8,54.6,1,1,3,3,90.1,3
35.9,76.1,13.3,44.1,2,1,3,2,74.8,2
24.8,25.0,6.3,22.8,1,2,2,1,20.6,0
41.2,75.6,3.4,53.2,1,2,2,1,77.8,2
20.0,68.4,26.9,18.0,2,3,1,3,31.3,0
23.5,43.1,5.0,22.6,3,3,3,2,56.8,1
39.9,34.3,20.8,40.1,1,2,1,2,53.3,1
23.7,37.5,31.8,21.7,2,3,1,2,27.7,0
29.0,62.2,16.5,30.0,3,1,1,2,42.5,1
24.4,33.2,5.7,22.6,3,1,1,1,24.6,0
34.7,18.2,12.8,32.7,1,1,2,2,34.6,0
47.3,50.5,20.3,57.2,1,3,1,1,84.1,3
38.4,29.3,35.0,36.4,2,1,2,2,50.7,1
20.6,26.5,15.2,18.6,2,1,3,3,39.3,1
28.2,62.6,34.7,26.2,1,3,2,2,41.4,1
39.4,61.6,11.0,47.7,2,2,2,2,77.4,2
32.5,37.3,27.3,30.5,1,1,2,2,33.0,0
22.0,23.0,3.7,20.0,1,2,3,2,28.0,0
36.7,22.7,4.5,36.4,2,2,2,2,57.8,1
37.9,54.2,10.6,43.6,1,3,2,3,77.7,2
45.4,45.7,12.4,53.7,1,1,1,2,69.8,2
43.8,39.2,25.3,46.5,2,1,2,2,74.2,2
37.8,69.8,20.9,44.8,2,3,2,2,82.6,3
32.8,92.7,22.4,39.6,1,3,1,1,55.5,1
28.5,74.4,2.9,33.5,3,1,1,2,50.2,1
28.7,43.1,23.8,26.7,1,2,2,3,40.6,1
28.1,16.6,12.8,26.1,2,3,2,3,52.4,1
26.0,70.7,21.4,25.7,3,1,1,2,35.3,0
38.3,41.9,18.6,40.0,2,1,2,2,58.5,1
31.1,54.8,30.0,29.4,2,3,2,2,60.5,1
30.1,33.1,26.5,28.1,1,3,1,2,37.6,1
20.0,79.1,17.7,18.6,1,2,2,2,20.0,0
34.2,31.0,15.3,32.7,2,1,2,1,38.9,1
18.6,71.3,30.5,16.6,2,1,3,2,18.7,0
34.0,64.2,27.4,35.9,2,2,2,2,59.4,1
28.9,26.8,7.0,27.0,2,1,2,2,36.6,1
24.1,48.0,29.2,22.1,2,1,2,2,26.6,0
21.4,30.4,10.1,19.4,3,1,2,2,30.1,0
22.8,25.9,10.5,20.8,3,2,1,3,36.5,1
46.9,53.9,2.7,58.9,3,1,2,3,100.0,3
28.9,67.6,5.0,32.8,3,2,1,1,47.1,1
40.0,89.6,19.2,52.0,3,3,3,2,100.0,3
21.7,79.5,12.9,22.0,2,1,2,2,26.0,0
30.7,26.5,7.8,29.0,3,1,1,2,38.4,1
46.5,40.3,16.0,53.1,2,3,3,3,100.0,3
28.9,72.3,29.1,28.7,1,3,2,3,45.1,1
38.7,78.1,9.9,50.4,2,1,3,2,80.3,2
42.4,24.8,30.6,40.4,3,1,3,2,77.2,2
20.7,80.8,9.8,21.3,1,3,3,2,36.7,1
44.4,76.3,15.4,56.4,1,3,3,3,100.0,3
43.2,72.4,30.9,54.0,3,3,2,2,100.0,3
28.6,63.2,28.8,27.1,2,1,1,1,22.2,0
41.7,25.9,15.2,41.6,2,1,1,1,47.7,1
33.5,92.6,29.4,39.5,2,3,2,2,69.5,2
40.1,35.9,24.7,40.0,3,2,1,2,69.2,2
23.5,85.1,33.2,21.5,3,1,3,3,44.2,1
45.2,92.9,8.5,57.2,2,1,2,2,87.8,3
25.8,22.1,14.1,23.8,3,1,2,2,40.8,1
38.2,24.5,25.5,36.2,1,3,2,2,55.4,1
32.8,25.4,30.3,30.799999999999997,2,3,1,2,45.8,1
22.4,38.2,10.6,20.4,2,3,1,2,30.6,0
31.7,15.8,6.4,29.7,1,2,2,2,38.0,1
25.7,22.6,3.9,23.7,1,1,3,3,30.3,0
46.2,92.4,21.7,58.2,2,1,1,2,84.5,3
29.1,92.4,20.5,33.4,2,1,2,3,55.1,1
44.3,25.6,12.5,45.6,2,1,1,1,61.2,2
43.0,74.8,32.6,53.9,1,3,2,2,92.3,3
25.9,40.0,31.5,23.9,1,3,2,1,31.8,0
41.9,19.3,6.9,41.7,1,1,1,2,44.7,1
31.1,94.6,32.6,34.8,1,1,2,2,37.4,1
44.0,24.9,5.1,46.5,3,1,1,2,72.5,2
26.2,86.3,21.3,27.7,2,3,2,2,48.6,1
41.0,69.2,31.3,48.6,1,2,2,2,73.6,2
35.7,91.1,29.6,43.4,1,1,3,2,58.7,1
35.8,15.5,34.0,33.8,2,3,1,2,55.2,1
40.0,91.6,20.8,52.0,1,1,2,2,74.1,2
46.6,45.5,15.2,55.2,1,3,3,1,93.3,3
43.6,28.0,27.7,42.4,1,2,2,1,54.3,1
42.2,39.8,24.6,44.3,1,2,3,2,72.5,2
32.7,85.8,17.7,39.2,2,1,2,3,61.1,2
30.8,18.2,13.3,28.8,2,1,2,1,32.7,0
32.9,65.4,19.3,35.9,1,1,3,2,52.0,1
45.1,82.3,19.3,57.1,1,1,1,1,71.4,2
21.2,49.0,5.1,20.3,2,2,1,2,25.7,0
21.4,67.9,7.9,21.6,1,1,1,3,17.9,0
26.9,62.0,17.0,26.8,2,2,1,3,41.0,1
23.6,74.8,21.9,22.5,3,1,2,1,29.9,0
21.5,28.7,17.7,19.5,2,3,3,2,38.2,1
47.2,43.9,24.2,54.0,2,1,1,1,73.1,2
18.4,24.0,2.5,16.4,3,3,1,2,28.5,0
36.8,78.2,8.3,47.1,1,1,2,1,57.2,1
23.0,27.2,25.2,21.0,3,1,3,2,41.4,1
43.0,19.1,2.3,44.0,2,2,3,3,87.9,3
40.1,62.7,20.3,47.4,1,1,2,2,62.0,2
42.5,54.0,25.6,48.5,2,1,1,1,60.5,1
44.8,48.4,17.6,52.5,2,3,1,2,89.1,3
23.8,42.5,9.7,22.0,1,3,1,2,24.5,0
43.3,67.6,6.3,55.3,1,2,3,3,95.2,3
41.9,79.0,29.9,53.3,2,1,2,2,79.9,2
21.9,31.0,22.0,19.9,1,1,3,2,22.6,0
18.5,85.5,13.8,17.8,1,3,3,1,26.4,0
19.9,49.4,22.4,17.9,1,1,1,2,5.0,0
44.3,36.4,7.0,50.0,2,2,2,2,84.2,3
45.8,50.0,17.1,54.9,3,1,1,2,88.6,3
42.7,18.4,5.5,42.8,2,3,3,1,72.7,2
26.8,50.3,18.7,25.0,2,1,2,2,35.7,0
31.2,48.3,27.4,29.2,1,3,1,2,40.9,1
20.6,44.8,26.9,18.6,1,2,1,2,10.5,0
42.1,48.1,15.5,48.1,2,3,2,2,87.0,3
18.9,26.6,2.3,16.9,3,3,1,2,32.5,0
19.8,75.7,23.8,17.8,2,3,1,2,24.5,0
39.4,67.8,19.2,47.6,1,1,2,2,63.9,2
45.3,15.6,11.2,44.1,2,3,2,2,82.9,3
24.2,58.6,28.0,22.2,2,2,3,2,39.2,1
27.0,18.0,13.0,25.0,2,2,1,3,37.5,1
26.5,22.4,20.2,24.5,2,2,1,1,26.7,0
25.2,76.9,26.0,24.3,3,1,1,2,29.1,0
36.8,43.4,3.6,41.0,2,1,1,2,47.6,1
42.2,94.1,20.7,54.2,3,2,2,2,100.0,3
28.5,37.8,27.9,26.5,2,2,2,2,41.3,1
35.5,80.8,13.9,44.2,1,2,3,1,69.4,2
19.9,86.1,17.7,19.0,2,1,2,2,19.3,0
25.9,54.9,16.0,24.8,2,3,2,3,48.9,1
42.7,26.5,6.2,44.9,2,1,2,3,74.7,2
32.2,74.7,33.2,33.6,1,3,2,2,53.2,1
21.6,60.7,3.3,22.1,1,1,3,2,22.0,0
22.3,62.2,3.6,23.1,3,3,1,3,47.6,1
32.7,24.8,13.5,30.700000000000003,3,1,2,2,54.4,1
32.3,72.6,22.0,35.6,2,2,2,2,55.1,1
31.5,84.3,12.7,37.8,2,2,2,2,59.2,1
46.7,86.2,26.3,58.7,2,3,2,2,100.0,3
41.9,71.6,20.5,53.1,1,2,1,2,73.5,2
35.1,30.2,17.7,33.3,3,1,3,1,57.2,1
18.6,77.9,10.1,18.1,2,3,2,3,35.2,0
19.3,84.0,2.8,20.9,2,1,3,2,30.6,0
25.7,24.2,5.3,23.7,1,1,1,1,9.4,0
23.1,64.2,12.7,22.6,1,1,1,2,15.7,0
30.4,40.9,14.4,29.4,3,1,1,2,39.0,1
40.6,45.8,5.8,46.9,1,1,2,2,62.5,2
30.2,33.7,31.2,28.2,1,3,2,2,38.2,1
27.1,47.5,4.8,27.8,2,1,3,2,43.2,1
47.6,77.6,19.7,59.6,2,3,2,1,97.3,3
26.7,92.8,2.0,33.0,3,1,2,3,61.0,2
29.4,43.1,22.9,27.4,2,2,1,2,34.0,0
29.9,24.8,6.6,28.1,2,1,2,2,37.4,1
46.7,40.5,24.5,51.8,1,1,2,2,73.0,2
28.2,51.8,21.8,26.5,1,2,2,1,35.4,0
32.3,87.1,24.2,37.4,2,3,2,2,62.6,2
37.5,21.2,3.0,37.4,3,2,2,2,67.9,2
42.4,81.2,13.8,54.4,1,2,2,1,72.8,2
31.3,32.7,2.7,31.7,1,3,1,1,38.0,1
36.4,39.3,25.7,35.2,1,1,1,2,39.2,1
24.3,30.7,29.1,22.3,1,3,2,2,29.5,0
34.6,67.8,20.7,38.8,2,2,1,1,53.2,1
35.1,33.2,19.3,33.5,2,1,2,3,53.7,1
38.8,57.6,10.3,45.9,2,1,3,2,78.0,2
46.2,49.6,34.8,52.0,1,2,2,2,78.9,2
40.8,85.7,9.4,52.8,1,1,2,1,70.0,2
35.2,17.0,26.3,33.2,3,1,1,2,49.3,1
22.9,39.9,22.7,20.9,1,1,3,2,22.6,0
25.5,23.6,9.9,23.5,1,1,1,2,13.3,0
46.3,77.1,22.4,58.3,2,2,2,1,94.1,3
27.4,82.8,4.1,32.5,1,3,2,2,50.3,1
36.8,20.3,24.4,34.8,2,1,1,1,38.3,1
36.0,67.8,2.4,44.8,1,2,3,2,71.4,2
28.2,90.0,27.8,30.1,2,1,1,1,29.0,0
41.7,30.5,20.9,41.7,2,1,2,2,62.1,2
31.3,34.5,28.3,29.3,1,1,2,3,37.4,1
44.6,77.0,6.9,56.6,1,1,1,1,67.3,2
35.6,69.3,3.9,44.1,2,3,3,2,86.5,3
45.3,77.8,13.3,57.3,2,2,3,2,100.0,3
